ID,Sign,Role,Video_id,Video_Path
CURIOUS_CBC_2_65429,CURIOUS,CBC_2,65429,./perfect1_2_3/65429.mp4
DANGEROUS_CBC_2_65437,DANGEROUS,CBC_2,65437,./perfect1_2_3/65437.mp4
S_CBC_2_66057,S,CBC_2,66057,./perfect1_2_3/66057.mp4
RIDE_CBC_2_66405,RIDE,CBC_2,66405,./perfect1_2_3/66405.mp4
BAD_CBC_2_69219,BAD,CBC_2,69219,./perfect1_2_3/69219.mp4
BATTERY_CBC_2_70094,BATTERY,CBC_2,70094,./perfect1_2_3/70094.mp4
STREET_CBC_2_70192,STREET,CBC_2,70192,./perfect1_2_3/70192.mp4
POTATO_CBC_2_70061,POTATO,CBC_2,70061,./perfect1_2_3/70061.mp4
TURN_CBC_2_66684,TURN,CBC_2,66684,./perfect1_2_3/66684.mp4
BUS_CBC_2_68960,BUS,CBC_2,68960,./perfect1_2_3/68960.mp4
FORK_CBC_2_70319,FORK,CBC_2,70319,./perfect1_2_3/70319.mp4
WORM_CBC_2_69541,WORM,CBC_2,69541,./perfect1_2_3/69541.mp4
MONEY_CBC_2_68628,MONEY,CBC_2,68628,./perfect1_2_3/68628.mp4
ARM_CBC_2_69215,ARM,CBC_2,69215,./perfect1_2_3/69215.mp4
BROTHER_CBC_2_68594,BROTHER,CBC_2,68594,./perfect1_2_3/68594.mp4
MOTOR_CBC_2_69403,MOTOR,CBC_2,69403,./perfect1_2_3/69403.mp4
HAT_CBC_2_68068,HAT,CBC_2,68068,./perfect1_2_3/68068.mp4
COOK_CBC_2_69004,COOK,CBC_2,69004,./perfect1_2_3/69004.mp4
UMBRELLA_CBC_2_66699,UMBRELLA,CBC_2,66699,./perfect1_2_3/66699.mp4
SON_CBC_2_70335,SON,CBC_2,70335,./perfect1_2_3/70335.mp4
DEFEND_CBC_2_70161,DEFEND,CBC_2,70161,./perfect1_2_3/70161.mp4
STUBBORN_CBC_2_70362,STUBBORN,CBC_2,70362,./perfect1_2_3/70362.mp4
INTERSECTION_CBC_2_70182,INTERSECTION,CBC_2,70182,./perfect1_2_3/70182.mp4
WIN_CBC_2_66789,WIN,CBC_2,66789,./perfect1_2_3/66789.mp4
WISH_CBC_2_69538,WISH,CBC_2,69538,./perfect1_2_3/69538.mp4
APPOINTMENT_CBC_2_70155,APPOINTMENT,CBC_2,70155,./perfect1_2_3/70155.mp4
PHILADELPHIA_CBC_2_70138,PHILADELPHIA,CBC_2,70138,./perfect1_2_3/70138.mp4
OLD_CBC_2_69419,OLD,CBC_2,69419,./perfect1_2_3/69419.mp4
ANY_CBC_2_69212,ANY,CBC_2,69212,./perfect1_2_3/69212.mp4
SEVEN_CBC_2_69463,SEVEN,CBC_2,69463,./perfect1_2_3/69463.mp4
MUSTACHE_CBC_2_70368,MUSTACHE,CBC_2,70368,./perfect1_2_3/70368.mp4
SNOW_CBC_2_69481,SNOW,CBC_2,69481,./perfect1_2_3/69481.mp4
WET_CBC_2_66767,WET,CBC_2,66767,./perfect1_2_3/66767.mp4
MAINSTREAM_CBC_2_70208,MAINSTREAM,CBC_2,70208,./perfect1_2_3/70208.mp4
SWEET_CBC_2_69499,SWEET,CBC_2,69499,./perfect1_2_3/69499.mp4
YELLOW_CBC_2_70240,YELLOW,CBC_2,70240,./perfect1_2_3/70240.mp4
SOME_CBC_2_68978,SOME,CBC_2,68978,./perfect1_2_3/68978.mp4
DONE_CBC_2_69300,DONE,CBC_2,69300,./perfect1_2_3/69300.mp4
ALWAYS_CBC_2_70037,ALWAYS,CBC_2,70037,./perfect1_2_3/70037.mp4
THURSDAY_CBC_2_70026,THURSDAY,CBC_2,70026,./perfect1_2_3/70026.mp4
WIFE_CBC_2_66784,WIFE,CBC_2,66784,./perfect1_2_3/66784.mp4
HORSE_CBC_2_70106,HORSE,CBC_2,70106,./perfect1_2_3/70106.mp4
WRITE_CBC_2_66815,WRITE,CBC_2,66815,./perfect1_2_3/66815.mp4
IMPORTANT_CBC_2_69376,IMPORTANT,CBC_2,69376,./perfect1_2_3/69376.mp4
STAND_CBC_2_68734,STAND,CBC_2,68734,./perfect1_2_3/68734.mp4
BIG_CBC_2_69231,BIG,CBC_2,69231,./perfect1_2_3/69231.mp4
PRINT_CBC_2_69438,PRINT,CBC_2,69438,./perfect1_2_3/69438.mp4
SIT_CBC_2_68570,SIT,CBC_2,68570,./perfect1_2_3/68570.mp4
HAVE_CBC_2_68984,HAVE,CBC_2,68984,./perfect1_2_3/68984.mp4
UPSET_CBC_2_66711,UPSET,CBC_2,66711,./perfect1_2_3/66711.mp4
WORSE_CBC_2_66811,WORSE,CBC_2,66811,./perfect1_2_3/66811.mp4
BEAR_CBC_2_69226,BEAR,CBC_2,69226,./perfect1_2_3/69226.mp4
HOMEWORK_CBC_2_68073,HOMEWORK,CBC_2,68073,./perfect1_2_3/68073.mp4
TREE_CBC_2_66673,TREE,CBC_2,66673,./perfect1_2_3/66673.mp4
LIFT_CBC_2_69387,LIFT,CBC_2,69387,./perfect1_2_3/69387.mp4
WHATEVER_CBC_2_66772,WHATEVER,CBC_2,66772,./perfect1_2_3/66772.mp4
FOUR_CBC_2_69333,FOUR,CBC_2,69333,./perfect1_2_3/69333.mp4
LEAF_CBC_2_69384,LEAF,CBC_2,69384,./perfect1_2_3/69384.mp4
ANIMAL_CBC_2_69211,ANIMAL,CBC_2,69211,./perfect1_2_3/69211.mp4
STRANGE_CBC_2_69491,STRANGE,CBC_2,69491,./perfect1_2_3/69491.mp4
FIX_CBC_2_69327,FIX,CBC_2,69327,./perfect1_2_3/69327.mp4
OCEAN_CBC_2_69416,OCEAN,CBC_2,69416,./perfect1_2_3/69416.mp4
CAREFUL_CBC_2_70200,CAREFUL,CBC_2,70200,./perfect1_2_3/70200.mp4
MORNING_CBC_2_70278,MORNING,CBC_2,70278,./perfect1_2_3/70278.mp4
JUMP_CBC_2_69000,JUMP,CBC_2,69000,./perfect1_2_3/69000.mp4
DRUM_CBC_2_69303,DRUM,CBC_2,69303,./perfect1_2_3/69303.mp4
VERY_CBC_2_66722,VERY,CBC_2,66722,./perfect1_2_3/66722.mp4
HEAD_CBC_2_69362,HEAD,CBC_2,69362,./perfect1_2_3/69362.mp4
TEA_CBC_2_70034,TEA,CBC_2,70034,./perfect1_2_3/70034.mp4
HOME_CBC_2_70085,HOME,CBC_2,70085,./perfect1_2_3/70085.mp4
SELL_CBC_2_68830,SELL,CBC_2,68830,./perfect1_2_3/68830.mp4
NOON_CBC_2_70280,NOON,CBC_2,70280,./perfect1_2_3/70280.mp4
EYE_CBC_2_69314,EYE,CBC_2,69314,./perfect1_2_3/69314.mp4
DEPRESSED_CBC_2_70111,DEPRESSED,CBC_2,70111,./perfect1_2_3/70111.mp4
STUPID_CBC_2_70371,STUPID,CBC_2,70371,./perfect1_2_3/70371.mp4
NONE_CBC_2_68920,NONE,CBC_2,68920,./perfect1_2_3/68920.mp4
GRANDFATHER_CBC_2_70330,GRANDFATHER,CBC_2,70330,./perfect1_2_3/70330.mp4
WORRY_CBC_2_70301,WORRY,CBC_2,70301,./perfect1_2_3/70301.mp4
GRANDMA_CBC_2_68668,GRANDMA,CBC_2,68668,./perfect1_2_3/68668.mp4
FIND_CBC_2_68896,FIND,CBC_2,68896,./perfect1_2_3/68896.mp4
WASHINGTON_CBC_2_70137,WASHINGTON,CBC_2,70137,./perfect1_2_3/70137.mp4
QUESTION_CBC_2_69442,QUESTION,CBC_2,69442,./perfect1_2_3/69442.mp4
NUMBER_CBC_2_68117,NUMBER,CBC_2,68117,./perfect1_2_3/68117.mp4
BOY_CBC_2_69002,BOY,CBC_2,69002,./perfect1_2_3/69002.mp4
ASSUME_CBC_2_03800,ASSUME,CBC_2,03800,./perfect1_2_3/03800.mp4
ANGLE_CBC_2_02558,ANGLE,CBC_2,02558,./perfect1_2_3/02558.mp4
ALMOST_CBC_2_02097,ALMOST,CBC_2,02097,./perfect1_2_3/02097.mp4
THREE_CBC_2_69508,THREE,CBC_2,69508,./perfect1_2_3/69508.mp4
APPROACH_CBC_2_03093,APPROACH,CBC_2,03093,./perfect1_2_3/03093.mp4
AGENDA_CBC_2_01504,AGENDA,CBC_2,01504,./perfect1_2_3/01504.mp4
AGREE_CBC_2_01577,AGREE,CBC_2,01577,./perfect1_2_3/01577.mp4
AUDIOLOGY_CBC_2_04138,AUDIOLOGY,CBC_2,04138,./perfect1_2_3/04138.mp4
APRIL_CBC_2_03150,APRIL,CBC_2,03150,./perfect1_2_3/03150.mp4
ANATOMY_CBC_2_02487,ANATOMY,CBC_2,02487,./perfect1_2_3/02487.mp4
ABOVE_CBC_2_00430,ABOVE,CBC_2,00430,./perfect1_2_3/00430.mp4
ACTION_CBC_2_00857,ACTION,CBC_2,00857,./perfect1_2_3/00857.mp4
ADAPT_CBC_2_00949,ADAPT,CBC_2,00949,./perfect1_2_3/00949.mp4
AUGUST_CBC_2_04158,AUGUST,CBC_2,04158,./perfect1_2_3/04158.mp4
ACCIDENT_CBC_2_00634,ACCIDENT,CBC_2,00634,./perfect1_2_3/00634.mp4
AFRICA_CBC_2_01382,AFRICA,CBC_2,01382,./perfect1_2_3/01382.mp4
ALREADY_CBC_2_02163,ALREADY,CBC_2,02163,./perfect1_2_3/02163.mp4
AROUND_CBC_2_03385,AROUND,CBC_2,03385,./perfect1_2_3/03385.mp4
ANOTHER_CBC_2_02702,ANOTHER,CBC_2,02702,./perfect1_2_3/02702.mp4
ATTRACT_CBC_2_04062,ATTRACT,CBC_2,04062,./perfect1_2_3/04062.mp4
ADDRESS_CBC_2_01016,ADDRESS,CBC_2,01016,./perfect1_2_3/01016.mp4
AMAZING_CBC_2_02284,AMAZING,CBC_2,02284,./perfect1_2_3/02284.mp4
ARCHERY_CBC_2_03203,ARCHERY,CBC_2,03203,./perfect1_2_3/03203.mp4
ACCOUNTANT_CBC_2_00689,ACCOUNTANT,CBC_2,00689,./perfect1_2_3/00689.mp4
ADULT_CBC_2_01214,ADULT,CBC_2,01214,./perfect1_2_3/01214.mp4
ADVERB_CBC_2_01264,ADVERB,CBC_2,01264,./perfect1_2_3/01264.mp4
AMPUTATE_CBC_2_02431,AMPUTATE,CBC_2,02431,./perfect1_2_3/02431.mp4
ARIZONA_CBC_2_03316,ARIZONA,CBC_2,03316,./perfect1_2_3/03316.mp4
AUTHOR_CBC_2_04220,AUTHOR,CBC_2,04220,./perfect1_2_3/04220.mp4
ARTIST_CBC_2_03516,ARTIST,CBC_2,03516,./perfect1_2_3/03516.mp4
ANYWAY_CBC_2_02855,ANYWAY,CBC_2,02855,./perfect1_2_3/02855.mp4
ACTIVE_CBC_2_00867,ACTIVE,CBC_2,00867,./perfect1_2_3/00867.mp4
ALARM_CBC_2_01801,ALARM,CBC_2,01801,./perfect1_2_3/01801.mp4
A LOT_CBC_2_02128,A LOT,CBC_2,02128,./perfect1_2_3/02128.mp4
ARRIVE_CBC_2_03435,ARRIVE,CBC_2,03435,./perfect1_2_3/03435.mp4
ANALYZE_CBC_2_02475,ANALYZE,CBC_2,02475,./perfect1_2_3/02475.mp4
ADMIT_CBC_2_01121,ADMIT,CBC_2,01121,./perfect1_2_3/01121.mp4
AIRPLANE_CBC_2_01721,AIRPLANE,CBC_2,01721,./perfect1_2_3/01721.mp4
AUSTRIA_CBC_2_04200,AUSTRIA,CBC_2,04200,./perfect1_2_3/04200.mp4
ANNOY_CBC_2_02634,ANNOY,CBC_2,02634,./perfect1_2_3/02634.mp4
ABDOMEN_CBC_2_00333,ABDOMEN,CBC_2,00333,./perfect1_2_3/00333.mp4
AID_CBC_2_01628,AID,CBC_2,01628,./perfect1_2_3/01628.mp4
AUCTION_CBC_2_04102,AUCTION,CBC_2,04102,./perfect1_2_3/04102.mp4
AIM_CBC_2_01644,AIM,CBC_2,01644,./perfect1_2_3/01644.mp4
A_CBC_2_01613,A,CBC_2,01613,./perfect1_2_3/01613.mp4
AFFECT_CBC_2_01322,AFFECT,CBC_2,01322,./perfect1_2_3/01322.mp4
ACROSS_CBC_2_00829,ACROSS,CBC_2,00829,./perfect1_2_3/00829.mp4
ASIA_CBC_2_03562,ASIA,CBC_2,03562,./perfect1_2_3/03562.mp4
AFTERNOON_CBC_2_01436,AFTERNOON,CBC_2,01436,./perfect1_2_3/01436.mp4
AHEAD_CBC_2_01599,AHEAD,CBC_2,01599,./perfect1_2_3/01599.mp4
ALL DAY_CBC_2_01924,ALL DAY,CBC_2,01924,./perfect1_2_3/01924.mp4
ANNIVERSARY_CBC_2_02611,ANNIVERSARY,CBC_2,02611,./perfect1_2_3/02611.mp4
ACT_CBC_2_00847,ACT,CBC_2,00847,./perfect1_2_3/00847.mp4
ASSISTANT_CBC_2_03762,ASSISTANT,CBC_2,03762,./perfect1_2_3/03762.mp4
ALONE_CBC_2_02110,ALONE,CBC_2,02110,./perfect1_2_3/02110.mp4
APPROVE_CBC_2_03117,APPROVE,CBC_2,03117,./perfect1_2_3/03117.mp4
ALGEBRA_CBC_2_01873,ALGEBRA,CBC_2,01873,./perfect1_2_3/01873.mp4
ALCOHOL_CBC_2_01833,ALCOHOL,CBC_2,01833,./perfect1_2_3/01833.mp4
AFTER_CBC_2_01418,AFTER,CBC_2,01418,./perfect1_2_3/01418.mp4
ATTEND_CBC_2_04005,ATTEND,CBC_2,04005,./perfect1_2_3/04005.mp4
ANNOUNCE_CBC_2_02623,ANNOUNCE,CBC_2,02623,./perfect1_2_3/02623.mp4
ASSIST_CBC_2_03765,ASSIST,CBC_2,03765,./perfect1_2_3/03765.mp4
AUNT_CBC_2_04172,AUNT,CBC_2,04172,./perfect1_2_3/04172.mp4
ACTOR_CBC_2_00902,ACTOR,CBC_2,00902,./perfect1_2_3/00902.mp4
ANGRY_CBC_2_02569,ANGRY,CBC_2,02569,./perfect1_2_3/02569.mp4
ARMY_CBC_2_03364,ARMY,CBC_2,03364,./perfect1_2_3/03364.mp4
AGAINST_CBC_2_01473,AGAINST,CBC_2,01473,./perfect1_2_3/01473.mp4
ALSO_CBC_2_02174,ALSO,CBC_2,02174,./perfect1_2_3/02174.mp4
ASL_CBC_2_03635,ASL,CBC_2,03635,./perfect1_2_3/03635.mp4
ATTORNEY_CBC_2_04051,ATTORNEY,CBC_2,04051,./perfect1_2_3/04051.mp4
ARGUE_CBC_2_03276,ARGUE,CBC_2,03276,./perfect1_2_3/03276.mp4
AGAIN_CBC_2_01463,AGAIN,CBC_2,01463,./perfect1_2_3/01463.mp4
ARROGANT_CBC_2_03455,ARROGANT,CBC_2,03455,./perfect1_2_3/03455.mp4
BREAKFAST_CBC_2_07627,BREAKFAST,CBC_2,07627,./perfect1_2_3/07627.mp4
BELOW_CBC_2_05913,BELOW,CBC_2,05913,./perfect1_2_3/05913.mp4
BLIND_CBC_2_06653,BLIND,CBC_2,06653,./perfect1_2_3/06653.mp4
ADJECTIVE_CBC_2_01066,ADJECTIVE,CBC_2,01066,./perfect1_2_3/01066.mp4
AWARE_CBC_2_04376,AWARE,CBC_2,04376,./perfect1_2_3/04376.mp4
BRIGHT_CBC_2_07788,BRIGHT,CBC_2,07788,./perfect1_2_3/07788.mp4
BAKE_CBC_2_04773,BAKE,CBC_2,04773,./perfect1_2_3/04773.mp4
APPRECIATE_CBC_2_03067,APPRECIATE,CBC_2,03067,./perfect1_2_3/03067.mp4
AVAILABLE_CBC_2_04302,AVAILABLE,CBC_2,04302,./perfect1_2_3/04302.mp4
BALD_CBC_2_04823,BALD,CBC_2,04823,./perfect1_2_3/04823.mp4
BABYSITTER_CBC_2_04532,BABYSITTER,CBC_2,04532,./perfect1_2_3/04532.mp4
BEST_CBC_2_06023,BEST,CBC_2,06023,./perfect1_2_3/06023.mp4
BIRD_CBC_2_06332,BIRD,CBC_2,06332,./perfect1_2_3/06332.mp4
BRIDGE_CBC_2_07754,BRIDGE,CBC_2,07754,./perfect1_2_3/07754.mp4
BRA_CBC_2_07467,BRA,CBC_2,07467,./perfect1_2_3/07467.mp4
B_CBC_2_06121,B,CBC_2,06121,./perfect1_2_3/06121.mp4
AVERAGE_CBC_2_04329,AVERAGE,CBC_2,04329,./perfect1_2_3/04329.mp4
BLACK_CBC_2_06482,BLACK,CBC_2,06482,./perfect1_2_3/06482.mp4
BRAID_CBC_2_07510,BRAID,CBC_2,07510,./perfect1_2_3/07510.mp4
BELT_CBC_2_05929,BELT,CBC_2,05929,./perfect1_2_3/05929.mp4
BIBLE_CBC_2_06140,BIBLE,CBC_2,06140,./perfect1_2_3/06140.mp4
BOIL_CBC_2_06974,BOIL,CBC_2,06974,./perfect1_2_3/06974.mp4
BABY_CBC_2_04505,BABY,CBC_2,04505,./perfect1_2_3/04505.mp4
BELL_CBC_2_05869,BELL,CBC_2,05869,./perfect1_2_3/05869.mp4
BATH_CBC_2_05275,BATH,CBC_2,05275,./perfect1_2_3/05275.mp4
AUTUMN_CBC_2_04292,AUTUMN,CBC_2,04292,./perfect1_2_3/04292.mp4
BEGINNING_CBC_2_05776,BEGINNING,CBC_2,05776,./perfect1_2_3/05776.mp4
BRAVE_CBC_2_07576,BRAVE,CBC_2,07576,./perfect1_2_3/07576.mp4
BIKE_CBC_2_06215,BIKE,CBC_2,06215,./perfect1_2_3/06215.mp4
BOWLING_CBC_2_07402,BOWLING,CBC_2,07402,./perfect1_2_3/07402.mp4
BASIC_CBC_2_05217,BASIC,CBC_2,05217,./perfect1_2_3/05217.mp4
BOOTS_CBC_2_07163,BOOTS,CBC_2,07163,./perfect1_2_3/07163.mp4
BOOKSHELF_CBC_2_07118,BOOKSHELF,CBC_2,07118,./perfect1_2_3/07118.mp4
BOTHER_CBC_2_07266,BOTHER,CBC_2,07266,./perfect1_2_3/07266.mp4
BELIEVE_CBC_2_05853,BELIEVE,CBC_2,05853,./perfect1_2_3/05853.mp4
BLUE_CBC_2_06822,BLUE,CBC_2,06822,./perfect1_2_3/06822.mp4
BICYCLE_CBC_2_06157,BICYCLE,CBC_2,06157,./perfect1_2_3/06157.mp4
AWARD_CBC_2_04370,AWARD,CBC_2,04370,./perfect1_2_3/04370.mp4
BAR_CBC_2_05090,BAR,CBC_2,05090,./perfect1_2_3/05090.mp4
BOTH_CBC_2_07275,BOTH,CBC_2,07275,./perfect1_2_3/07275.mp4
BREAKDOWN_CBC_2_07612,BREAKDOWN,CBC_2,07612,./perfect1_2_3/07612.mp4
BEHAVIOR_CBC_2_05795,BEHAVIOR,CBC_2,05795,./perfect1_2_3/05795.mp4
BELIEF_CBC_2_05849,BELIEF,CBC_2,05849,./perfect1_2_3/05849.mp4
BRIEF_CBC_2_07770,BRIEF,CBC_2,07770,./perfect1_2_3/07770.mp4
BALL_CBC_2_04833,BALL,CBC_2,04833,./perfect1_2_3/04833.mp4
BIRTH_CBC_2_06346,BIRTH,CBC_2,06346,./perfect1_2_3/06346.mp4
BREEZE_CBC_2_07704,BREEZE,CBC_2,07704,./perfect1_2_3/07704.mp4
BACK_CBC_2_04601,BACK,CBC_2,04601,./perfect1_2_3/04601.mp4
BREATHE_CBC_2_07679,BREATHE,CBC_2,07679,./perfect1_2_3/07679.mp4
BRIBE_CBC_2_07719,BRIBE,CBC_2,07719,./perfect1_2_3/07719.mp4
BOOK_CBC_2_07075,BOOK,CBC_2,07075,./perfect1_2_3/07075.mp4
BEE_CBC_2_05686,BEE,CBC_2,05686,./perfect1_2_3/05686.mp4
BREAK_CBC_2_07635,BREAK,CBC_2,07635,./perfect1_2_3/07635.mp4
BOXING_CBC_2_07425,BOXING,CBC_2,07425,./perfect1_2_3/07425.mp4
BRING_CBC_2_07808,BRING,CBC_2,07808,./perfect1_2_3/07808.mp4
BATTLE_CBC_2_05369,BATTLE,CBC_2,05369,./perfect1_2_3/05369.mp4
BORROW_CBC_2_07226,BORROW,CBC_2,07226,./perfect1_2_3/07226.mp4
BACKPACK_CBC_2_04618,BACKPACK,CBC_2,04618,./perfect1_2_3/04618.mp4
BARELY_CBC_2_05068,BARELY,CBC_2,05068,./perfect1_2_3/05068.mp4
BOYFRIEND_CBC_2_07443,BOYFRIEND,CBC_2,07443,./perfect1_2_3/07443.mp4
BRAIN_CBC_2_07528,BRAIN,CBC_2,07528,./perfect1_2_3/07528.mp4
BASEBALL_CBC_2_05176,BASEBALL,CBC_2,05176,./perfect1_2_3/05176.mp4
BOSS_CBC_2_07241,BOSS,CBC_2,07241,./perfect1_2_3/07241.mp4
BEHIND_CBC_2_05806,BEHIND,CBC_2,05806,./perfect1_2_3/05806.mp4
BEFORE_CBC_2_05743,BEFORE,CBC_2,05743,./perfect1_2_3/05743.mp4
BETTER_CBC_2_06071,BETTER,CBC_2,06071,./perfect1_2_3/06071.mp4
BANANA_CBC_2_04901,BANANA,CBC_2,04901,./perfect1_2_3/04901.mp4
BLEND_CBC_2_06602,BLEND,CBC_2,06602,./perfect1_2_3/06602.mp4
BESIDE_CBC_2_05997,BESIDE,CBC_2,05997,./perfect1_2_3/05997.mp4
BEER_CBC_2_05706,BEER,CBC_2,05706,./perfect1_2_3/05706.mp4
BONE_CBC_2_07032,BONE,CBC_2,07032,./perfect1_2_3/07032.mp4
